balance,account_age_days,avg_loan_amount,income,credit_score,credit_amount,application_date,last_contact,income_to_credit_ratio,city,birth_date,years_at_job,client_id,application_id,address,previous_loans,late_payments_3y,employment_type,owns_car,owns_house,default
7609.52,3327,47327,37965.0,821,139414,2025-05-10,2025-05-26,0.2723184185232473,Grantside,1982-08-27,27,C-608468,APP-2023-741276,"021 Nguyen Plains
West Jamestown, GA 32399",2,0,Permanent,1,0,0
7552.35,629,31165,32736.0,759,199947,2024-09-29,2024-12-21,0.1637233866974748,Keithville,1991-04-11,14,C-492352,APP-2023-341382,"811 Teresa Common
Hensleyhaven, NH 15321",5,0,Self-employed,1,0,0
5335.16,913,39532,29283.0,711,117534,2025-03-11,2025-04-29,0.2491449282760733,East Sarahburgh,1953-09-16,28,C-650597,APP-2023-145104,"USS Kelly
FPO AP 75760",2,1,Permanent,0,0,0
3032.68,160,31945,11036.0,600,196072,2025-05-04,2025-07-18,0.0562854461626341,Sarahshire,1966-05-04,2,C-517713,APP-2023-506044,"44693 Bowers Trace Apt. 338
East Cristian, PA 82828",2,1,Self-employed,1,1,0
2399.56,2646,44861,47466.0,798,157719,2024-07-27,2024-09-06,0.3009529606451981,Krystalhaven,1999-03-19,33,C-985774,APP-2023-780159,"13937 Kyle Mission
Allenmouth, SC 09940",0,2,Temporary,1,1,0
1638.19,1589,43410,27363.0,728,132913,2025-06-16,2025-09-11,0.2058715099350703,Burtonfurt,1960-09-26,21,C-200320,APP-2023-152695,"2675 Brandon Spring
Dayville, ND 16992",2,1,Temporary,0,0,0
4714.72,2990,8552,50644.0,578,116497,2024-09-01,2024-11-15,0.4347236409521275,Lake Paula,1958-01-09,20,C-203961,APP-2023-399804,"838 Lane Crossroad
Webbshire, OR 83214",2,0,Permanent,1,1,0
8996.67,1369,22748,42486.0,414,82874,2025-03-24,2025-04-04,0.5126577696261795,Trevortown,1984-06-12,17,C-645085,APP-2023-417617,"8056 Brown Shoals
Estesmouth, VA 87220",2,1,Temporary,0,1,0
8733.95,430,12182,26492.0,314,157286,2024-10-29,2024-12-31,0.1684320282796943,Stewartside,1950-02-10,7,C-535448,APP-2023-854485,"246 Dennis Village
Port Michael, VI 38087",2,0,Permanent,0,0,0
750.57,1227,10215,51553.0,591,15469,2024-10-08,2024-10-09,3.3326653306613228,Taylorburgh,1944-10-25,27,C-73407,APP-2023-86537,"495 Smith Inlet Suite 179
Buckleyside, FL 18661",0,4,Permanent,1,0,0
1022.32,1400,25140,26705.0,388,116275,2025-04-01,2025-04-17,0.229671038486347,Grimesburgh,1961-11-02,35,C-171028,APP-2023-53659,"9078 Michelle Ridge Suite 075
Port Debra, VI 75217",2,1,Self-employed,1,1,0
954.5,2341,39672,62413.0,441,5339,2024-09-02,2024-10-29,11.690016857089343,Hernandezside,1957-07-01,38,C-584022,APP-2023-583599,"27797 Robert Overpass Suite 015
South Richard, DC 51911",5,1,Permanent,0,1,0
5845.41,1974,18111,9447.0,488,75210,2024-08-19,2024-09-11,0.1256082967690466,Lake Jesus,1963-07-03,13,C-54650,APP-2023-189396,"915 Paul Glens Suite 159
New Robertfurt, WI 24638",2,1,Temporary,1,1,0
4546.72,2234,17363,12693.0,722,134151,2024-08-15,2024-08-31,0.0946172596551647,Port Kelliside,2005-01-10,4,C-230733,APP-2023-430409,"9058 Olsen Neck Apt. 519
Russellport, GU 43295",2,3,Temporary,0,0,0
1320.99,584,15520,32438.0,705,45066,2024-10-20,2024-12-01,0.7197887542715129,Lake Gregorytown,1982-02-19,8,C-394001,APP-2023-484845,"857 William Turnpike
North Michael, NJ 89069",3,1,Permanent,1,0,0
11232.56,91,11847,58255.0,802,34968,2024-07-14,2024-08-18,1.6659517272935256,Woodsside,1988-12-19,3,C-835889,APP-2023-562248,"486 Jennifer Port
Erinhaven, PW 08609",3,0,Permanent,1,0,1
7290.99,445,21457,38898.0,461,152738,2024-10-14,2025-01-05,0.2546713980803729,North Danielle,1995-05-13,12,C-817260,APP-2023-639901,"6706 Morgan Crest
East Kyle, AK 64043",1,3,Permanent,0,1,0
6923.51,232,30936,34405.0,605,130491,2025-01-14,2025-03-18,0.2636580300557126,Scottton,1949-08-01,31,C-992515,APP-2023-19812,"52221 Sean Light
South Jenniferstad, MI 96579",2,1,Temporary,0,0,0
2236.42,826,5089,25371.0,346,121373,2024-10-30,2025-01-25,0.2090333105385876,Diazview,1949-03-12,6,C-666106,APP-2023-82358,"5849 Juarez Rue
Summerbury, NE 05050",3,1,Permanent,1,0,1
4926.18,2261,35676,46491.0,723,148191,2024-08-09,2024-09-02,0.313723505476041,Sawyerland,1985-10-31,2,C-741436,APP-2023-85205,"933 Holmes Fork Suite 003
East Brentbury, NC 75160",1,0,Permanent,1,1,0
4869.08,1151,38059,53288.0,590,25702,2024-11-07,2024-12-19,2.073301688584546,Frenchland,1967-07-02,14,C-993216,APP-2023-650473,"11087 David Mission
Leebury, DE 04705",3,2,Permanent,1,1,0
4498.18,2576,45487,11138.0,770,44733,2025-04-06,2025-05-09,0.2489884425368296,North Sarah,1996-03-02,31,C-16486,APP-2023-183700,"730 Smith Lakes
Pamelachester, MD 25539",0,1,Permanent,1,1,0
6729.51,2746,13199,42206.0,584,19930,2025-02-05,2025-04-24,2.117711991971902,North Michelle,1946-11-20,34,C-395645,APP-2023-797569,"05983 Wendy Road
Carlosmouth, PA 86520",4,1,Temporary,0,1,0
7000.57,1145,9936,29480.0,586,165499,2024-12-30,2025-01-15,0.1781279645194231,Fordport,1999-05-11,31,C-127149,APP-2023-328303,"131 Jonathan Loaf
West Christophermouth, HI 51959",4,1,Permanent,1,0,0
971.49,2446,15097,54015.0,499,95161,2024-08-25,2024-09-19,0.5676169859501267,North Christopher,1957-05-22,19,C-877203,APP-2023-731265,"414 Kimberly Parkways
Langshire, ND 77890",1,2,Temporary,1,0,0
352.34,138,42664,37455.0,680,46492,2025-05-15,2025-06-12,0.8056224726834724,Michaeltown,1959-07-10,14,C-307399,APP-2023-814440,"99952 Lauren Vista Suite 378
Ruthstad, LA 11281",3,3,Self-employed,0,0,0
3946.65,3641,48558,39356.0,571,71240,2025-04-25,2025-06-13,0.552442448062886,East Michael,1954-08-16,10,C-415554,APP-2023-486787,"7158 Laura Squares Apt. 997
Edwardbury, LA 41764",3,1,Temporary,1,0,0
4404.88,2520,14069,37509.0,591,126921,2025-04-06,2025-05-25,0.2955302904956626,South Michaelville,2001-06-25,2,C-237599,APP-2023-5873,"66067 Phillips Oval
Jenniferview, AR 42466",7,0,Self-employed,1,0,0
1073.63,1798,34634,68933.0,438,104424,2024-09-02,2024-09-21,0.6601260246686586,Stewartmouth,1991-04-01,9,C-679483,APP-2023-981780,"00076 Smith Fort
Parkerland, NC 65729",2,1,Unemployed,0,0,1
4324.43,3518,3377,44476.0,531,165955,2024-10-06,2024-10-22,0.268000361543792,Cooperview,1954-02-10,26,C-631605,APP-2023-777717,"1268 Shannon River Suite 662
East Justinton, NM 79716",4,1,Permanent,1,0,0
10850.68,2896,48851,14281.0,716,75266,2024-12-03,2025-02-27,0.1897403874259293,Nicholasberg,1955-12-17,25,C-534495,APP-2023-309563,"3382 John Garden
Harrisonstad, NM 01206",2,0,Permanent,1,0,1
3782.12,311,14751,51687.0,343,31464,2025-03-21,2025-05-01,1.6427345537757436,North Lindsey,2006-04-23,20,C-355945,APP-2023-96997,"36110 Ashley Ridge
Markberg, TX 90785",2,2,Permanent,1,1,0
1871.69,2618,18730,26875.0,483,34134,2024-08-29,2024-11-21,0.7873381379269936,Gabrielaville,1961-07-07,31,C-507831,APP-2023-522111,"2790 Kevin Light Apt. 372
Port Jenniferport, VA 98918",1,0,Permanent,1,1,0
10241.66,2063,11471,25535.0,640,149101,2025-04-21,2025-06-22,0.1712597501022796,South Melissa,1991-07-23,11,C-744620,APP-2023-843899,"402 John Lights
Martinborough, UT 43599",1,2,Temporary,1,1,1
7428.0,147,2518,2351.0,413,112548,2024-07-28,2024-10-01,0.0208888651952944,North Jeffrey,2004-05-06,37,C-716783,APP-2023-264914,"487 Kaitlyn Extension Suite 767
East Joseph, UT 11165",1,2,Permanent,0,0,1
5358.59,3286,21691,55156.0,319,49722,2025-05-17,2025-06-20,1.1092876392743656,North Deborah,1989-01-18,36,C-101268,APP-2023-660762,"87253 Johnson Tunnel
Kariburgh, GA 15661",2,4,Temporary,0,0,0
6382.23,132,21198,19393.0,312,108652,2024-11-26,2025-01-24,0.1784872804918455,South Danielle,1967-01-27,26,C-920982,APP-2023-12617,"3275 Armstrong Harbors Apt. 785
Johnsonside, GU 60018",5,2,Permanent,0,0,0
1236.37,694,26563,11170.0,732,134833,2025-05-17,2025-06-17,0.0828432208732283,Port Victoria,1994-04-07,25,C-926201,APP-2023-903258,"47318 Spencer Bypass Apt. 454
South Laurahaven, NC 86025",3,3,Permanent,1,1,0
7966.27,3318,40424,12986.0,717,18456,2025-04-21,2025-06-15,0.7036194191590811,Lake Katherine,2004-05-07,20,C-596098,APP-2023-994877,"041 Johnson Garden Suite 704
West Patrickview, SC 14444",2,2,Temporary,1,0,0
5395.31,107,3097,32327.0,529,145701,2025-04-06,2025-04-24,0.2218721903075476,Lake Anthonyburgh,1945-06-05,30,C-43527,APP-2023-2861,"4980 Pearson Land Apt. 571
Rhodesshire, AL 34483",2,1,Self-employed,1,0,0
5095.91,2834,23934,53866.0,636,49681,2024-09-28,2024-11-16,1.0842374348342425,Martinezshire,1994-02-06,2,C-644998,APP-2023-515619,"78936 Williams Flat Suite 575
Aprilville, NC 52999",1,1,Permanent,0,0,0
5878.86,2719,46000,39391.0,442,10737,2024-07-21,2024-10-14,3.668715656142312,Kevinmouth,1973-12-28,11,C-152611,APP-2023-924548,"274 Matthew Skyway
Lisaburgh, TX 25190",3,3,Unemployed,0,0,1
6684.55,337,39575,45594.0,543,37440,2025-06-30,2025-08-06,1.2177884615384615,Trevorhaven,1960-07-20,29,C-180064,APP-2023-593232,"028 Foster Parks Suite 329
Farmerfort, NE 76574",3,1,Permanent,0,0,0
516.38,1814,33447,6873.0,622,36247,2024-11-11,2025-02-07,0.1896156923331586,West Christopherland,2001-07-29,33,C-842137,APP-2023-108517,"9703 Lee Courts
East Christine, OK 42291",1,2,Permanent,1,0,0
2605.52,1603,3769,37213.0,696,153093,2025-01-24,2025-02-12,0.2430744710731385,New Joychester,1945-03-28,27,C-909443,APP-2023-657748,"0071 Justin Greens Apt. 406
Lake Craigland, CA 90994",2,1,Temporary,1,0,0
4634.35,3393,40313,28865.0,799,132750,2025-02-04,2025-05-03,0.2174387947269303,North Lisachester,1974-07-23,28,C-292393,APP-2023-91763,"2063 Rodriguez Meadows
Burnsfort, CT 25013",3,1,Self-employed,1,0,0
547.37,3132,44471,14817.0,587,133415,2024-12-14,2025-01-13,0.1110594760709065,Julieside,2002-02-12,32,C-467804,APP-2023-308366,"9528 Michelle Light
Danielberg, SD 25662",2,0,Self-employed,0,0,0
3644.15,1004,12600,34342.0,416,171324,2025-05-01,2025-06-11,0.200450608204338,Lauraberg,1950-11-06,35,C-149453,APP-2023-964381,"70289 Martin Circles
New Jillburgh, MN 63214",1,1,Permanent,1,1,0
8288.37,3162,39949,33423.0,359,7176,2025-05-03,2025-06-16,4.657608695652174,Lake Jessestad,2006-11-24,28,C-27537,APP-2023-329869,"3458 Webb Prairie
Barbarafort, VT 95775",3,2,Permanent,0,1,0
1803.06,711,10778,19820.0,766,199294,2025-03-13,2025-05-12,0.0994510622497415,Alexandershire,1949-12-15,22,C-320569,APP-2023-718358,"853 Jones Groves
Ronaldfort, TX 34611",4,5,Temporary,1,1,0
3491.31,3308,30178,11602.0,839,40876,2024-12-31,2025-01-01,0.2838340346413543,Torresberg,1982-05-11,1,C-639665,APP-2023-951977,"91983 Alvarez Overpass
North Christinefort, RI 07724",3,3,Permanent,1,1,0
6723.82,3564,12919,32403.0,300,59876,2025-06-14,2025-06-28,0.5411684147237624,Anthonyhaven,1959-03-02,38,C-856382,APP-2023-260386,"082 Ashley Square
Port Tiffanyside, NH 26066",3,2,Permanent,0,1,0
5677.17,2094,32414,30740.0,466,24317,2024-10-08,2024-12-15,1.264136201011638,North Douglas,1968-08-07,30,C-439393,APP-2023-512896,"0319 Selena Coves
South Diana, MS 64388",1,2,Unemployed,1,0,0
6381.28,3337,16134,45824.0,352,197777,2025-03-12,2025-05-13,0.2316952931837372,Marquezview,1958-10-05,10,C-604051,APP-2023-905749,"Unit 6962 Box 2334
DPO AP 29832",2,3,Temporary,0,0,0
6183.53,1248,23966,27879.0,526,134488,2025-04-06,2025-04-29,0.207297305335792,Andrewfort,1998-02-07,10,C-930199,APP-2023-529115,"22335 Laura View
Melissaville, TX 86683",1,1,Permanent,1,0,0
3595.61,1202,47865,17564.0,602,137430,2025-03-31,2025-05-01,0.1278032452885105,Ashleyfort,1976-12-27,6,C-37347,APP-2023-861500,"572 Roberts Trafficway
Hancockville, RI 49835",3,2,Temporary,0,0,1
1800.97,1424,21478,47540.0,483,49384,2024-07-24,2024-10-12,0.9626599708407582,North Veronica,1952-01-18,27,C-564114,APP-2023-817525,"85876 Walters Passage
Stephenville, VI 51559",1,0,Self-employed,1,0,0
5740.81,241,43945,54496.0,473,195770,2025-02-14,2025-02-27,0.2783674720335087,Lake Juan,1985-05-31,24,C-863769,APP-2023-167526,"9875 Huerta Mall
Sotoborough, TN 76291",3,2,Permanent,1,1,0
8931.87,849,1114,25494.0,654,163931,2024-07-19,2024-09-26,0.1555166502979912,Brownhaven,1946-11-27,12,C-285941,APP-2023-657647,"40186 Allen Fork
Lake Ryanbury, MH 75964",1,1,Temporary,1,0,0
9596.49,2743,33775,41184.0,807,19569,2025-01-25,2025-03-13,2.104553119730185,New Georgemouth,1964-06-18,31,C-637414,APP-2023-719084,"6010 Jones Crescent
New Caitlinport, CT 25957",2,1,Permanent,1,0,0
552.94,2283,26166,20027.0,535,75695,2024-07-13,2024-08-18,0.264574938899531,Jennaville,2005-05-16,25,C-983351,APP-2023-645488,"15544 Chaney Harbor
Jessicatown, PA 90607",1,1,Permanent,0,1,0
9409.5,1437,23922,41585.0,805,198876,2024-10-14,2024-12-29,0.2091001428025503,Brittneyside,2002-05-15,30,C-408443,APP-2023-150602,"PSC 1754, Box 2732
APO AP 76378",2,4,Permanent,1,1,0
3274.86,658,44276,27475.0,447,61939,2024-08-17,2024-08-27,0.4435815883369121,Turnerton,1950-06-01,33,C-466628,APP-2023-748296,"0967 Michael Greens
Mcdonaldland, MT 61669",0,3,Permanent,0,1,0
2089.9,2160,16119,32949.0,307,132755,2025-02-25,2025-04-04,0.2481940416556815,Frankshire,1970-03-07,14,C-69245,APP-2023-524364,"49361 Mendoza Harbor
North Donnatown, UT 15833",4,1,Temporary,1,1,0
8692.99,1112,24595,42689.0,769,95449,2025-05-02,2025-06-28,0.4472440779892927,Griffithstad,1993-08-17,34,C-663004,APP-2023-715024,"3816 Mills Island
North Christina, FM 58278",1,2,Self-employed,1,0,0
4806.13,3609,41495,27145.0,494,62254,2025-03-31,2025-04-01,0.4360362386352684,Lake Cindy,1985-11-21,12,C-640098,APP-2023-522423,"9591 Bethany Street Apt. 092
Port Ronald, IL 34326",4,1,Temporary,0,0,0
1093.85,676,48893,31345.0,566,149300,2025-02-22,2025-03-19,0.2099464166108506,Ronaldfurt,2000-12-15,14,C-370712,APP-2023-429900,"7222 Wendy Club
Davidhaven, MH 54551",2,2,Permanent,1,0,1
5354.74,512,43309,29789.0,729,186985,2024-12-26,2025-03-21,0.1593122442976709,New Jacobport,1960-03-13,2,C-744542,APP-2023-428727,"7307 Matthew Causeway Suite 710
Welchstad, AS 84539",0,0,Permanent,1,0,0
10898.39,3222,41760,20066.0,460,113037,2024-11-21,2024-11-22,0.1775170961720498,South Megan,1980-01-04,8,C-765855,APP-2023-912252,"89616 Gardner Coves
Hoffmanstad, IL 45556",2,1,Permanent,0,1,0
5007.79,1302,27431,41495.0,540,13802,2025-05-31,2025-06-14,3.006448340820171,West Matthew,1974-08-12,15,C-88089,APP-2023-892767,"4166 Erin Plains Apt. 839
Lake Alanside, VA 14625",1,1,Temporary,1,0,0
2915.07,2052,20914,21003.0,375,116110,2024-11-16,2024-12-17,0.1808888123331323,Wolfeton,1978-05-31,23,C-29803,APP-2023-220277,"Unit 6171 Box 8569
DPO AA 39253",1,2,Permanent,0,0,0
6166.36,2063,32183,44982.0,486,27403,2025-06-09,2025-06-24,1.641499105937306,New Katelyn,1996-12-16,3,C-254997,APP-2023-699934,"23239 Fuller Forest
Samuelland, WY 32312",0,3,Permanent,1,0,0
6124.37,3517,11632,20961.0,518,52123,2024-11-28,2024-11-30,0.4021449264240354,West Timothyberg,1949-07-12,25,C-838147,APP-2023-869374,"PSC 9898, Box 0423
APO AE 05986",2,3,Self-employed,0,0,0
6298.59,343,30960,37046.0,566,72422,2024-12-06,2024-12-14,0.5115296456877745,Geraldshire,1967-01-22,7,C-839863,APP-2023-158274,"2744 Harrison Stream
East Tyler, MH 84485",3,2,Temporary,0,0,1
7861.2,1363,33241,26260.0,741,119294,2024-11-22,2024-11-26,0.2201284222173789,Choiborough,2002-01-08,28,C-383798,APP-2023-581237,"5899 Bright Rest Suite 883
East Heatherstad, MN 65139",1,1,Permanent,0,0,0
8093.96,476,47636,51646.0,334,115378,2024-12-03,2025-01-23,0.4476243304616131,South Pamela,1970-05-26,15,C-42489,APP-2023-671560,"Unit 8027 Box 1837
DPO AP 46431",5,1,Unemployed,1,1,0
7312.46,2481,41865,19650.0,480,164980,2024-08-27,2024-10-23,0.1191053461025578,South Cody,2007-02-21,26,C-485536,APP-2023-622126,"USS Smith
FPO AE 18417",4,1,Temporary,1,0,0
7690.59,228,34199,28448.0,611,108480,2025-07-06,2025-09-16,0.2622418879056047,Morrisonstad,1948-08-25,31,C-949299,APP-2023-168347,"35319 James Pines
South Robert, OK 40122",2,0,Temporary,0,1,0
2487.34,3096,49643,13671.0,482,87925,2025-02-09,2025-03-27,0.1554847881717372,Lake Anthony,1958-10-28,7,C-230844,APP-2023-156879,"686 Linda Spring Apt. 014
Cruzburgh, MN 38469",1,2,Permanent,1,1,0
2524.34,2145,45856,53071.0,459,97346,2025-06-24,2025-07-18,0.5451790520411727,Phillipsside,1978-08-16,23,C-178800,APP-2023-124922,"PSC 6024, Box 3126
APO AE 78982",0,1,Permanent,0,0,0
33.19,3338,28132,43373.0,372,161515,2025-01-03,2025-01-22,0.2685385258335139,Port Brian,1987-02-19,16,C-229136,APP-2023-321441,"9500 Jennifer Stream Suite 876
North Abigail, NJ 68576",2,3,Permanent,1,1,0
6933.58,898,49105,44210.0,592,57964,2025-03-17,2025-05-09,0.7627147884894072,Lake Kellychester,1955-09-24,4,C-390762,APP-2023-531494,"Unit 7167 Box 4387
DPO AA 94244",4,2,Temporary,1,1,0
3869.11,1679,45252,51645.0,776,56600,2025-01-16,2025-02-19,0.9124558303886926,Shieldsshire,2000-02-21,20,C-689072,APP-2023-582152,"08217 Shaw Village
Michelemouth, NY 24516",2,2,Permanent,1,1,0
660.84,675,9023,45132.0,316,139097,2025-04-18,2025-06-10,0.3244642228085437,Courtneyshire,1945-01-05,26,C-439715,APP-2023-711497,"2468 Herring Dale Apt. 899
Karenview, MO 33860",3,2,Permanent,0,0,1
4085.77,2143,27015,29647.0,535,134458,2025-04-26,2025-05-31,0.2204926445432774,Wareview,1972-10-01,15,C-876818,APP-2023-736893,"06118 Fuller Square Suite 247
Port Sarahchester, PR 30383",1,2,Permanent,1,0,0
2155.85,3163,45175,795.0,346,18330,2025-05-12,2025-05-16,0.0433715220949263,Karenborough,1981-05-31,7,C-950079,APP-2023-431844,"0949 Jonathon Rapids
North Lisastad, VA 45978",3,1,Unemployed,0,0,0
1470.4,3004,30399,32935.0,836,182516,2025-07-07,2025-08-01,0.1804499331565451,Turnerberg,1989-11-06,33,C-650924,APP-2023-683330,"5455 Jack Causeway
West Christineside, PW 24472",2,3,Permanent,1,0,0
3571.8,2269,44865,6206.0,846,43961,2024-12-03,2024-12-30,0.1411705830167648,Staceyshire,1957-10-13,16,C-386654,APP-2023-402067,"Unit 8347 Box 3723
DPO AA 10784",2,1,Permanent,0,1,0
2570.14,3503,10699,3261.0,595,63821,2025-01-17,2025-03-05,0.051096034220711,North Kristishire,1950-11-20,13,C-252472,APP-2023-47284,"977 Kyle Oval
South Adam, TN 63497",2,2,Self-employed,0,0,0
7350.55,786,14441,36989.0,500,198648,2024-12-30,2025-01-05,0.186203737263904,Markport,1956-04-04,26,C-783830,APP-2023-245170,"9121 Johnson Forge
North Wendy, CA 44002",3,3,Permanent,1,0,0
8004.92,259,23633,40438.0,549,37706,2025-06-11,2025-07-31,1.0724553121519125,Orrberg,1948-01-23,39,C-571834,APP-2023-706401,"USS Rowe
FPO AA 81462",3,1,Temporary,1,1,1
3468.89,2411,33772,27714.0,550,154848,2024-07-08,2024-08-13,0.1789755114693118,New Normaville,1985-08-07,11,C-766267,APP-2023-912505,"834 Heather Trace Apt. 297
Caseyfort, KS 95466",1,0,Permanent,0,1,0
4573.53,973,12526,34407.0,536,142727,2024-12-25,2025-01-17,0.2410686135069047,Parkport,1971-07-26,9,C-100400,APP-2023-601328,"PSC 3228, Box 1102
APO AE 82950",2,2,Permanent,1,1,1
2181.08,2992,32472,45382.0,636,61854,2025-04-12,2025-06-07,0.7336954764445307,South Melindaberg,2007-04-04,17,C-349371,APP-2023-875069,"8008 Kirby Bypass
South Christina, ND 96067",3,2,Permanent,1,0,0
6255.12,1947,36548,6400.0,504,157744,2025-06-19,2025-07-15,0.0405720661324678,Port Nicholas,1964-03-01,13,C-969924,APP-2023-957540,"41192 Conley Falls Apt. 037
New Brianmouth, ND 91021",2,4,Permanent,0,0,0
1099.91,2530,22059,38284.0,328,148324,2024-10-30,2024-12-24,0.2581106226908659,East Katherine,1986-07-21,4,C-95128,APP-2023-568954,"PSC 1342, Box 7722
APO AP 23891",1,0,Permanent,0,0,0
11796.85,950,48700,143.0,356,152180,2025-07-02,2025-08-16,0.0009396766986463,Lake Kimberlybury,1981-03-17,6,C-51647,APP-2023-860847,"471 Sherry Plaza
Adamston, CO 95061",0,3,Permanent,1,0,0
10175.05,1220,17893,40482.0,434,71955,2025-06-10,2025-08-11,0.5626016260162602,Billtown,1982-10-17,1,C-28719,APP-2023-356381,"22769 Harrison Estates
Nelsonbury, WA 56434",3,0,Permanent,1,0,1
3074.13,869,12821,2614.0,580,195959,2025-03-25,2025-05-18,0.0133395251047412,Steveside,1952-12-14,19,C-929746,APP-2023-428490,"PSC 3022, Box 2369
APO AE 50889",2,1,Temporary,1,0,0
7729.08,1622,17517,35334.0,742,150925,2024-07-17,2024-08-20,0.2341162829219811,Malonechester,1986-01-17,23,C-480482,APP-2023-885242,"USNS Leach
FPO AE 73693",3,2,Permanent,1,0,0
5708.23,183,33655,44154.0,402,75185,2024-11-25,2025-02-11,0.5872713972201902,West Heatherhaven,1955-08-28,16,C-629831,APP-2023-604490,"02407 Anthony Union
Paulville, MD 53372",2,0,Permanent,0,0,1
4697.48,2614,13716,26446.0,638,153343,2024-12-21,2024-12-28,0.1724630403735416,East Jessicafort,1992-04-12,33,C-768572,APP-2023-742188,"311 Stuart Villages Apt. 483
Port Juan, MI 31917",2,1,Permanent,1,0,0
4189.75,692,5220,16226.0,629,161112,2024-10-13,2024-10-14,0.1007125477928397,West Elizabethfort,1956-05-03,5,C-490616,APP-2023-651508,"22841 Paula Dam Apt. 331
Lake Jimmy, FM 69355",1,2,Permanent,0,0,0
6883.14,3616,22223,22754.0,390,191670,2025-03-11,2025-05-05,0.1187144571398758,New Amy,1949-03-13,11,C-617980,APP-2023-435982,"96228 Rebecca Island Apt. 114
Peterchester, VI 40013",5,2,Permanent,1,0,0
5223.77,1627,37571,29581.0,782,129371,2025-04-10,2025-06-14,0.2286524800766787,Monicahaven,1977-07-14,4,C-903237,APP-2023-770756,"11015 Ana Roads
Christinaside, MH 04343",2,1,Self-employed,0,0,0
6465.96,3374,35840,19004.0,529,184671,2024-11-23,2024-12-07,0.1029073324994178,East Maxwell,1971-08-20,22,C-969433,APP-2023-282108,"USS Arellano
FPO AP 73547",4,0,Permanent,1,1,0
7028.09,1963,45421,52239.0,442,131420,2025-07-07,2025-10-01,0.3974965758636433,Laurahaven,1968-10-28,38,C-148611,APP-2023-419513,"134 Tyler Locks
Port Valerie, NC 37786",0,1,Permanent,1,0,0
7110.02,1830,24218,23180.0,357,144980,2024-08-25,2024-10-27,0.1598841219478548,West Nicole,1968-06-19,14,C-812759,APP-2023-709889,"419 Adkins Station
North Betty, LA 18157",1,3,Self-employed,0,0,0
3181.27,173,35999,23405.0,598,143059,2025-01-26,2025-02-09,0.1636038277913308,Williamchester,1979-10-20,28,C-395769,APP-2023-115945,"126 Sara Run
New Benjamin, NC 36849",1,1,Temporary,0,1,0
5116.33,3296,49970,58538.0,801,108074,2025-04-01,2025-05-03,0.5416473897514665,Lake Rachelberg,1953-11-28,11,C-957552,APP-2023-771296,"46767 Brenda Meadow Suite 790
Michaelbury, UT 50791",1,3,Temporary,0,0,0
